input,passive learning,active learning,constructive learning,interactive learning,other / not applicable (ICAP),ICAP validation,individual activity,individual product,collective activity,collective product,other / not applicable (social level),Social nature validation,orientation,conceptualisation,investigation,conclusion,discussion,other / not applicable (IBL),IBL validation,remember,understand,apply,analyze,evaluate,create,other / not applicable (Bloom),Bloom validation,retrieval,comprenhesion,analysis,knowledge utilization,other / not applicable (Marzano),Marzano validation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p><strong>Step 3: Hypothesis Generation</strong></p><p class=""MsoNormal"">Your next step is to formulate <strong>three </strong><strong>hypotheses</strong>. Hypotheses give predictions of the effects of certain variables. Scientists use all the knowledge and information they have collected about their research topic to make an educated guess about the outcome of the experiments. Take a look at your research question(s). Can you make an educated guess about the answer of your question(s) based on the knowledge you have collected in the previous phase? This educated guess will be your hypothesis. Sometimes you might be able to formulate more than one hypothesis per question.</p><p class=""MsoNormal"">When you have formulated your hypotheses, think about how confident are you that they are true? Use the confidence indicator on the right side of the hypothesis to indicate this level of confidence. If the indicator is purple you are 100% confident. If the circle is grey you are not at all confident.</p><p><em>Please use the Hypothesis Scratchpad app below to formulate your 3 hypotheses. </em></p>",0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p style=""margin-bottom: 10.5px; font-size: 20px; line-height: 30px;""><strong>Welcome to the Investigation phase. You have stated your research questions and hypotheses and are now ready to use the virtual laboratory <em>Sexual Selection in Guppies</em>. Your aim in the Investigation phase is to gather evidence to answer your research questions and accept or reject your hypotheses.</strong></p><p><strong><br></strong></p><p><strong><br></strong></p><p><strong>Step 1: The virtual laboratory <em>Sexual Selection in Guppies</em></strong></p><p>Experiment with the virtual laboratory to test your hypotheses. In order to change variable values use the sliders in the simulation. After setting your variables press the Play/Pause button to run the simulation. Press the Reset button to restart an experiment.<br></p><p>Please use the Observation tool located just below the virtual laboratory to record all your observations and measurements. Your observations are a summary of the experimental results and will be used to compare with your initial hypotheses in the Conclusion phase.</p>",0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,50%,0%,0%,FALSE,0%,0%,0%,0%,50%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p><strong>Observation Tool</strong></p><p class=""MsoNormal"">You can add a new observations by clicking on the + button. Make sure you use a new line for each observation.</p><p><em>Press the help button (?) to learn how to use the Observation Tool app.</em></p>",0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In the U.S. where people have access to shampoos with chemicals that kill lice, we have a lot of lice that are resistant to those chemicals. There are two possible explanations for this: ? Resistant strains of lice were Exposure to lice shampoo actually always there and are just more caused mutations for resistance to frequent now because all the non the shampoo resistant lice died a sudsy death",50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Explore natural selection by controlling the environment and causing mutations in bunnies.,0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Based on your conclusions, which explanation is the most acceptable?</p><p><br><strong>Explanation 1:</strong> The brown fur color is an advantageous trait at the equator habitat because it allows the bunnies to blend in with their environment, allowing them to reproduce and pass on their genes to the next generation. The white fur color is an advantageous trait in the arctic habitat for the same reasons as the brown furred bunnies in the equator habitat.<br>Bunnies with longer teeth is an advantageous trait at the environment including foods, so these bunnies survive long enough to reproduce.</p><p><br><strong>Explanation 2: </strong>The gene related to fur color change from white to brown in order to adapt the equator environment in which wolves lives. Therefore, the number of brown bunny fur color increases and for the same reason genes change from brown to white in arctic environment.<br>Bunnies start to eat foods frequently to survive and since they need to long teeth to digest foods, their teeth become longer.</p>",50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,0%,50%,0%,0%,FALSE,0%,0%,0%,0%,50%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Star tell us for their evolution.</p>,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Lets investigate the connection between lightness of stars and their ages </p>,0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Write the variables and constants of your experiment. Collect the data in table. </p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Write your observation here</p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>For more investigation for the life of stars you could use the worksheets above</p>,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Explain to your classmates for the evolution of the stars</p>,0%,0%,0%,50%,0%,FALSE,0%,0%,50%,0%,0%,FALSE,0%,0%,0%,0%,50%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Now it is time to travel to microcosm!</p><p>Take again your microscope for investigate atoms.</p><p><a href=""https://en.wikipedia.org/wiki/Atom"" target=""_blank"">What is atom?<br></a></p><p>Atoms are the basic units of matter and the defining structure of elements.</p><p>So, it is mean that they are important for life process and evolution.</p><p>But, how can we built an atom?</p><p><br></p>",0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Build an atom out of protons, neutrons, and electrons, and see how the element, charge, and mass change.</p>",0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Write your observations</p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>You could assess to your classmate work, you could  give and receive feedback of their peers about a particular learning product in an ILS – hypotheses, questions etc.</p>",0%,0%,0%,50%,0%,FALSE,0%,50%,50%,0%,0%,FALSE,0%,50%,0%,0%,50%,0%,FALSE,0%,0%,0%,0%,0%,50%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Your tour to life process has been completed.</p><p>It time for review your results and self evaluate yourself.</p><p>What do you think?</p><p>Are you ready?<br></p>,0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,50%,0%,FALSE,0%,0%,0%,0%,50%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Here you could display the content of another app in the ILS. It prevents you from having to go back and forth between different phases, in order to consult your results.</p>",0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>It will be very helpful if you report your work</p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,50%,0%,FALSE,0%,0%,0%,0%,0%,50%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Before you present the results to your classmates, what do you think for your perfomance.</p><p>Here you state yourself your overall progresses across phases during the inquiry learning activity.</p>",0%,0%,0%,50%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,50%,0%,FALSE,0%,0%,0%,0%,50%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Reflect on time spent and switching of phases in an ILS. Whereas the time spent app shows the accumulated time for each phase, this tool shows a chart representing when and for how long you visited a phase.</p>",0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,50%,0%,FALSE,0%,0%,0%,0%,50%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Do you want to know how much time did you study during this lesson.</p><p>Here it is inform you the time in each phase.</p>,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,50%,0%,FALSE,50%,0%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>This ILS connect many topic of science.</p><p>As conclusion, at the end of the experiments, can you write a list of sentences including the world ""evolution"" ??</p>",0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Connect your information for evolution to explain it to your classmates.</p>,0%,0%,0%,50%,0%,FALSE,0%,0%,50%,0%,0%,FALSE,0%,0%,0%,0%,50%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Thank you for your participation</p>,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<!DOCTYPE HTML> <html> <head> <meta charset=""utf-8""> <title>Sexual Selection in Guppies</title>    <style> body {  font-family: Helvetica; } table {  width:100%; } table, th, td {  border: 1px solid black;  border-collapse: collapse; } th, td {  padding: 5px;  text-align:left; } table#tguppy tr:nth-child(even) {  background-color: #eee; } table#tguppy tr:nth-child(odd) {  background-color:#fff; } table#tguppy th {  background-color: #5050d2;  color: white; } </style> </head>   <body>  <h3>Table 1. Variables and their descriptions in the virtual laboratory <i>Sexual Selection in Guppies.</i> </h3>  <table id=""tguppy"">  <tr>   <th>Variable</th>   <th>Description</th>  </tr>  <tr>   <td>Number of guppies</td>   <td>The starting population size of guppies</td>  </tr>  <tr>   <td>Female preference</td>   <td>The likelihood that a female guppy will reject a male with less than the average number of spots</td>  </tr>  <tr>   <td>Number of predators</td>   <td>The number of pike predators in the environment</td>  </tr> </table>  </body> </html>",50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Our planet signs alert of environmental changes.  <br></p>,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>The second largest lake in Bolivia gradually dries up</p>,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Impacts on water face of Earth.</p>,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Impacts on Icebergs.</p>,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Discuss with your classmates what factors do you think have led to those changes?</p>,0%,0%,0%,50%,0%,FALSE,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,50%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>1)</p>,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>2)</p><p><br></p>,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Try to reply the answers:</p><p>3)</p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,50%,0%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Write your observations . What do you intentify to global temperature??<br>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Open the Historical Climate Trends.</p><p>See the changing trends of temperature, carbon dioxide, methane and nitrous oxide over hundreds of thousands of year.</p><p><br></p>",0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>At first check the ""Temperature"" box to bring up its graph, and make sure the others are unchecked.<br>There should now only be one line plotted in the graph area.<br>• Under the ""Plot"" menu, choose ""Last 5000 years.”<br>• Use the scrubber bars to zoom in on the last 100 or so years.</p><p>At the bottom ""Plot"" check ""last 5000 years"", ""show points"", ""log scale"" and ""show events"".</p><p><br></p><p><br></p>",0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Write your observations with specific points and events for the temperature the last 100 years.<br></p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Check both boxes "" Carbon Dioxide""  ""Nitrous Oxide""  ""Methane"" and ""Temperature"".</p><p>Under the ""Plot"" menu, choose ""Last 5000 years.”Use the scrubber bars to zoom in on the last 100 or so years.</p>",0%,50%,0%,0%,0%,FALSE,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Write your observation between relation of concentration of pollution gas and temperature. <br></p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Record data at the table <br></p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Use points and events of ""historical trends"" simulation and record data at the table. Click also linear chart for modeling the ""temperature through years"" and ""CO2 through years""  <br></p>",0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,0%,50%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Do you believe that there is connection between pictures you observed with increasing of temperature you identified due to climate trends? Explain your opinion.<br></p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,0%,0%,50%,0%,0%,FALSE,0%,0%,0%,0%,50%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<p>Write the science topics that you believe that are related with the global problem of climate change.<br></p>,0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,FALSE,0%,0%,50%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<p>Take a role of scientist and present which science subjects of the STEM program of your school are connected with the problems you have noticed.</p><p>Directions : You have to add as concepts the words of scientists that you have notice in previous concept map. You could also add keywords of relations. Finally you will add subjects of your STEM project.</p><p>There are just some concepts and some relations, but you need more.  <br></p><p>For example you could add that ""Meteorology is part of mathematician"" , Meteorology is related with temperature graphs"" ""Graphs is part of Statistic in mathematics""<br></p>",0%,0%,50%,0%,0%,FALSE,0%,50%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,FALSE,0%,50%,0%,0%,0%,0%,0%,FALSE,0%,0%,0%,0%,0%,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
